Date,Article Title,Operative,City/Town,State/Provence,Country,Reference,NumberPeopleAffected,OutageDurationMinutes
5/16/2014,Raccoon causes large power outage in Kzoo,Raccoon,Kalamazoo,MI,United States,http://woodtv.com/2014/05/16/raccoon-causes-large-power-outage-in-kzoo/,3600,120
5/14/2014,Snake cuts power to thousands of Concord residents,Snake,Concord,NC,United States,http://www.independenttribune.com/news/snake-cuts-power-to-thousands-of-concord-residents/article_98a2c206-db95-11e3-84e6-001a4bcf6878.html,1400,90
5/13/2014,Tempe power outage caused by squirrel,Squirrel,Tempe,AZ,United States,http://www.azcentral.com/story/news/local/tempe/2014/05/13/power-outage-affecting-traffic-north-tempe/2138560/,225,60
5/11/2014,Squirrel on fire,Squirrel,Derby,KS,United States,http://ksn.com/2014/05/10/squirrel-on-fire/,1,1
5/9/2014,Bird causes power outage,Bird,Hannibal,MO,United States,http://www.hannibal.net/article/20140512/NEWS/140519842/-1/news,,35
5/9/2014,Gemfields power outage,Bird,Gemfields,QLD,Australia,http://www.whitsundaytimes.com.au/news/gemfields-power-outage/2253647/,1559,230
5/8/2014,Taube explodiert auf Oberleitung – 92 Züge betroffen,Bird,Mönchengladbach,North Rhine-Westphalia,Germany,http://www.rp-online.de/nrw/staedte/moenchengladbach/taube-explodiert-auf-oberleitung-92-zuege-betroffen-aid-1.4228819,,
5/8/2014,Raccoon blamed for outage,Raccoon,White Township,IN,United States,"http://www.indianagazette.com/mobile/news/indiana-news/raccoon-blamed-for-outage,19827680/",900,570
5/8/2014,Birds cause power outage in OPPD transformer,Bird,Omaha,NE,United States,http://m.fremonttribune.com/cass-news/news/birds-cause-power-outage-in-oppd-transformer/article_9b352edd-39f5-51cd-99aa-660297b927eb.html?mobile_touch=true,780,135
5/7/2014,WICHITA COUNTY JAIL ANNEX POWER OUTAGE,Snake,Wichita,KS,United States,http://www.timesrecordnews.com/news/2014/may/07/annex_power_outage/,,
5/6/2014,Birds cause power outage in OPPD transformer,Bird,Elmwood,NE,United States,http://fremonttribune.com/cass-news/news/birds-cause-power-outage-in-oppd-transformer/article_9b352edd-39f5-51cd-99aa-660297b927eb.html,780,135
5/6/2014,"Unplanned power outages in Orange County as of Tuesday, May 6",Unknown,Brea,CA,United States,http://www.oc-breeze.com/2014/05/06/51720_unplanned-power-outages-in-orange-county-as-of-tuesday-may-6/,137,
5/4/2014,Bird causes power outage early Sunday,Bird,Garden City,KS,United States,http://www.gctelegram.com/news/power-outage-5-5-14/,,90
5/4/2014,UPPCO works to restore power outage,Unknown,Gwinn,MI,United States,http://uppermichiganssource.com/news/local/uppco-works-to-restore-power-outage?id=1039694,3000,
5/4/2014,Bird causes power outage for about 2800 customers,Bird,Armarillo,TX,United States,http://m.amarillo.com/news/latest-news/2014-05-03/bird-causes-power-outage,2800,83
5/4/2014,NV Energy blames snake for Spanish Springs outage,Snake,Spanish Springs,NV,United States,http://www.rgj.com/story/news/2014/05/03/nv-energy-blames-snake-spanish-springs-outage/8669455/,670,161
5/3/2014,Power Outage Cancels Classes,Raccoon,Wheeling,WV,United States,http://www.theintelligencer.net/page/content.detail/id/600230/Power-Outage-Cancels-Classes.html?nav=511,1445,
5/3/2014,Rat causes power outage,Rat,Walcha,NSW,Australia,http://www.walchanewsonline.com.au/story/2250966/rat-causes-power-outage/?cs=1542,898,125
5/1/2014,Utility crews restore power after Medical District outage,Squirrel,Huntsville,AL,United States,http://www.waff.com/story/25400589/utility-crews-work-to-repair-medical-district-power-outage,,
4/30/2014,Squirrel takes out Sequoyah substation,Squirrel,Seqoyah,OH,United States,http://www.clevelandbanner.com/view/full_story/25008319/article-Squirrel-takes-out-Sequoyah-substation?instance=latest_articles,,
4/28/2014,Squirrel leaves 3700 in Quincy without power,Squirrel,Quincy,MA,United States,http://m.quincy.wickedlocal.com/article/20140427/NEWS/140427010,3700,120
4/27/2014,Rat ensures power outage,Rat,Konstanz,,Germany,http://www.konstanz.de/rathaus/medienportal/mitteilungen/06406/index.html,,43
4/27/2014,A pigeon caused a blackout of almost 2 hours,Bird,9 de Julio,Buenos Aires,Argentina,http://www.elancasti.com.ar/info-gral/2014/4/28/paloma-provoco-apagon-casi-horas-229384.html,,120
4/25/2014,Hapless crow cuts power to thousands,Bird,Warrnambool,VIC,Australia,http://www.standard.net.au/story/2239884/hapless-crow-cuts-power-to-thousands/?cs=72,13000,31
4/24/2014,"Campus goes nuts after squirrel hijinks: Damage causes electrical outages, other malfunctions",Squirrel,Waco,TX,United States,http://baylorlariat.com/2014/04/24/squirrel-cause-of-campus-power-outage/,18,93
4/18/2014,"Two raccoons enter, zero power leaves",Raccoon,Richmond,IN,United States,http://www.indystar.com/story/news/2014/04/19/raccoons-enter-substation-spark-power-outage/7921845/,,40
4/18/2014,UPDATE: Power restored in Platteville,Squirrel,Platteville,WI,United States,http://www.thonline.com/news/tri-state/article_a413c88e-c703-11e3-b5f9-0017a43b2370.html,2600,
4/16/2014,Squirrel knocks out Roanoke power,Squirrel,Roanoke,AL,United States,http://www.therandolphleader.com/news/article_413d7d38-c57b-11e3-9105-0019bb2963f4.html,,270
4/14/2014,Late report from our raccoon operatives of successful cyber op in April against Cogent.,Raccoon,Toronto,ON,Canada,http://www.lowendtalk.com/discussion/49953/raccoon-dc,,
4/12/2014,"Bird knocks out power to 1,700 in Newport News",Bird,Newport News,VA,United States,http://hamptonroads.com/2014/04/bird-knocks-out-power-1700-newport-news,1700,
4/11/2014,"Squirrel causes $300,000 damage at McMillen Park",Squirrel,Fort Wayne,IN,United States,http://www.journalgazette.net/article/20140411/LOCAL/304119963,,
4/11/2014,UPDATE: Squirrel Causes Morning Power Outage,Squirrel,Rockford,IL,United States,http://www.mystateline.com/news/update-squirrel-causes-morning-power-outage,600,
4/11/2014,Weekend power outage in Kingston caused by squirrel (VIDEO),Squirrel,Kingston,NY,United States,http://www.dailyfreeman.com/general-news/20140413/weekend-power-outage-in-kingston-caused-by-squirrel-video,40,180
4/10/2014,When animals attack our services,Cat,Caguas,PR,United States,http://www.primerahora.com/noticias/puerto-rico/nota/cuandolosanimalesatacannuestrosservicios-1006761/,,
4/10/2014,UPDATE - Dothan Power Outage Caused By Bird,Bird,Dothan,AL,United States,http://www.wtvy.com/home/headlines/Power-Outage-in-Downtown-Dothan-254567811.html,,45
4/10/2014,Bird reportedly cited as cause for power outage,Bird,Casa Grande,AZ,United States,http://www.trivalleycentral.com/casa_grande_dispatch/area_news/bird-reportedly-cited-as-cause-for-power-outage/article_04c37b84-c00b-11e3-9b52-001a4bcf887a.html,,
4/9/2014,Raccoon blamed for power outage,Raccoon,Saint Joseph,MO,United States,http://www.newspressnow.com/news/local_news/article_07f334f1-cf5a-5845-8a16-d2c378044685.html,3571,40
4/9/2014,Un Grand-duc prive les habitants de courant,Bird,Champagneux,,France,http://www.ledauphine.com/savoie/2014/04/10/une-coupure-de-courant-a-plonge-dans-le-noir-les-habitants-de-champagneux-vers-21-h-30-mercredi,630,150
4/8/2014,Squirrel causes blackout to 3000 residents,Squirrel,Bowling Green,OH,United States,http://www.bgnews.com/city/squirrel-causes-blackout-to-residents-on-sunday-morning/article_41df17a0-beb5-11e3-a8b1-0019bb2963f4.html,3000,60
4/6/2014,"UPDATE: Squirrel causes post-wide power outage at Fort Gordon, home of the Cyber Center of Excellence",Squirrel,Fort Gordon,GA,United States,http://www.wrdw.com/home/headlines/Post-wide-power-outage-at-Fort-Gordon-lights-back-on-254054691.html,,
4/6/2014,"1,000 affected by Tuesday outage",Raccoon,Ames,IA,United States,http://amestrib.com/news/1000-affected-tuesday-outage,4000,
4/5/2014,Power restored to thousands in Greenville,Raccoon,Greenville,OH,United States,http://www.daytondailynews.com/news/news/over-6000-people-experience-power-outage-greenvill/nfSXN/,6000,420
4/5/2014,"Power, phone service disrupted in Madison, IN after squirrel's 'suicide,' EMA director says",Squirrel,Madison,IN,United States,http://m.wave3.com/#!/newsDetail/25165173,,
4/4/2014,Power outages reported in Great Falls ,Squirrel,Great Falls,MT,United States,http://www.krtv.com/news/power-outages-reported-in-great-falls-60151/,4700,
4/4/2014,Power back for most after Lismore Heights blackout,Bird,Lismore Hieghts,NSW,Australia,http://www.byronnews.com.au/news/2000-homes-blacked-out-after-lismore-powerline-bre/2214802/,2000,
4/2/2014,CFD: Squirrel chewing on wires sparks house fire,Squirrel,Mount Auburn,OH,United States,http://m.wlwt.com/news/fire-crews-respond-to-mt-auburn-fire/25271020,,
4/1/2014,Squirrel Blamed For Sturgeon Bay Power Outage,Squirrel,Sturgeon,WI,United States,http://www.doorcountydailynews.com/mobile/news/details.cfm?clientid=28&id=120228,,
3/30/2014,rat ensures power outage,Rat,Hannover,,Germany,http://www.haz.de/Hannover/Aus-den-Stadtteilen/Nord/Stromausfall-in-der-Nordstadt-Hannover,,60
3/28/2014,"Squirrel knocks out power in Edgewood, Anderson",Squirrel,Anderson,IN,United States,http://www.heraldbulletin.com/archives/squirrel-knocks-out-power-in-edgewood-anderson/article_580fbc8e-7b87-5d68-a3cd-e5956d0f4528.html,4900,25
3/26/2014,"Bird causes power outage affecting 1,070 PG&E customers in East Bakersfield",Bird,East Bakersfield,CA,United States,http://www.turnto23.com/news/local-news/power-outage-affects-1070-pge-customers-in-east-bakersfield-032414,1040,50
3/24/2014,70 minutes without electricity,Mouse,Oberlar,Troisdorf,Germany,"http://www.ksta.de/troisdorf/stromausfall-in-troisdorf-70-minuten-ohne-strom,15189204,26649286.html",,70
3/19/2014,Alberta reviews duck deaths near power line,Duck,Pincher Creek,AL,Canada,http://globalnews.ca/news/1070566/alberta-reviews-duck-deaths-near-power-line/,,
3/19/2014,Squirrel Blamed for San Jose Power Outage,Squirrel,San Jose,CA,United States,http://www.nbcbayarea.com/news/local/Squirrel-Blamed-for-San-Jose-Power-Outage-250996581.html,1180,160
3/18/2014,Squirrel responsible for house fire in northern Kansas,Squirrel,Salina,KS,United States,http://www.kake.com/home/headlines/Squirrel-responsible-for-house-fire-in-northern-Kansas-250639071.html,,
3/16/2014,How a pesky squirrel set off a dump of sewage into Lake Michigan,Squirrel,Milwaukee,WI,United States,http://www.jsonline.com/news/milwaukee/how-a-pesky-squirrel-set-off-a-dump-of-sewage-into-lake-michigan-b99226109z1-250465701.html?referral=http%3A%2F%2Fwww.jsonline.com%2Fmore%2Fnews%2Fmilwaukee%2Fhow-a-pesky-squirrel-set-off-a-dump-of-sewage-into-lake-michigan-b99226109z1-250465701.html,10,36
3/15/2014,UPDATE: Power restored to EPE customers in the Lower Valley,Bird,El Paso,TX,United States,http://www.ktsm.com/news/6000-el-paso-electric-customers-experiencing-power-outage,6063,
3/14/2014,New West neighbourhood can blame rodent for power outage,Rodent,New Westminster,BC,Canada,http://www.newwestrecord.ca/news/new-west-neighbourhood-can-blame-rodent-for-power-outage-1.897690,,180
3/14/2014,Raccoon Knocks Out Power For Thousands In Woodland Park,Raccoon,Woodland,CO,United States,http://www.kktv.com/news/headlines/Raccoon-Knocks-Out-Power-For-Thousands-In-Woodland-Park-250055541.html,,60
3/14/2014,Parts of Great Falls hit with power outage,Squirrel,Great Falls,MO,United States,http://www.krtv.com/news/parts-of-great-falls-hit-with-power-outage/,,
3/13/2014,A squirrel may have been the cause for an explosion,Squirrel,Danbury,CT,United States,http://news.hamlethub.com/danburysouth/life/351-explosion-evacuates-bulidings-near-danbury-hospital,,
3/13/2014,"Squirrel on line knocks out power to over 1,500 people in city",Squirrel,Lancaster,PA,United States,http://lancasteronline.com/lancaster/news/squirrel-on-line-knocks-out-power-to-over-people-in/article_99ffa3f4-a9f3-11e3-8a98-001a4bcf6878.html,1540,77
3/12/2014,A goose was the culprit behind an outage,Bird,Union Gap,WA,United States,http://www.yakimaherald.com/news/latestlocalnews/2011481-8/goose-causes-power-failure-in-union-gap-yakima,270,
3/11/2014,FirstEnergy: Squirrel causes Willoughby-area power outage ,Squirrel,Willoughby,OH,United States,http://www.news-herald.com/general-news/20140312/firstenergy-squirrel-causes-willoughby-area-power-outage,48,40
3/11/2014,Marder sorgt für Stromausfall,Raccoon,Karlsruhe,,Germany,http://www.swr.de/landesschau-aktuell/bw/marder-sorgt-fuer-stromausfall/-/id=1622/did=13020326/nid=1622/10ihhvq/,0,20
3/8/2014,"Squirrel damages substation fuse leaving nearly 3,500 without power in Jackson",Squirrel,Jackson,MI,United States,http://www.mlive.com/news/jackson/index.ssf/2014/03/squirrel_damages_substation_fu.html,3447,
3/3/2014,Bat causes black out in Kingaroy,Bat,Kingaroy,QLD,Australia,http://www.qt.com.au/news/bat-causes-black-out/2188190/,1700,33
3/1/2014,UPDATE: Bird caused large Boise power outage on Thursday,Bird,Boise,ID,United States,http://www.idahostatesman.com/welcome_page/?shf=/2014/02/20/3040721_large-power-outage-affecting-west.html,,
3/1/2014,BRIEF: Bird Blamed for Power Outage to 1300 in Kahului,Bird,Kahluui,HI,United States,http://mauinow.com/2014/02/22/brief-bird-knocks-out-power-to-1300-in-kahului/,1300,30
3/1/2014,Business As Usual During Power Outage At BISD Elementary,Squirrel,Bryan,TX,United States,http://wtaw.com/2014/02/25/business-usual-power-outage-bisd-elementary/,1,270
2/28/2014,Power cut,Bird,New Plymouth,Taranaki,New Zealand,http://www.stuff.co.nz/taranaki-daily-news/news/9775437/Power-cut,1700,120
2/23/2014,"Power outage hits Liverpool, Clay, Salina",Unknown,Clay,NY,United States,http://cnycentral.com/news/local/power-outage-hits-liverpool-clay-salina?id=1011005#.Uwtut4UkB8M,5033,78
2/18/2014,Squirrel blamed for outage,Squirrel,Hannibal,MO,United States,http://www.hannibal.net/article/20140217/NEWS/140218774/1001/NEWS,,30
2/13/2014,"Cat Chasing Mouse Causes Major Power Outage for 1,500 Jefferson County Homes",Cat,St Louis,MI,United States,http://www.riverfronttimes.com/newsblog/2014/02/13/cat-chasing-mouse-causes-major-power-outage-for-1500-jefferson-county-homes,1500,
2/12/2014,Ratte verursacht Stromausfall am Hauptbahnhof,Rat,Darmstadt,Hesse,Germany,http://www.hr-online.de/website/rubriken/nachrichten/indexhessen34938.jsp?rubrik=36098&key=standard_document_50832365,,60
2/12/2014,1400 Cairns people left without power after flying foxes cause blackout in Westcourt,Bat,Cairns,QLD,Australia,http://www.cairnspost.com.au/news/cairns/cairns-people-without-power-after-flying-foxes-cause-blackout-in-westcourt/story-fnjpusyw-1226824350618,1400,220
2/6/2014,Bird causes eastern San Diego power outage,Bird,San Diego,CA,United States,http://www.sandiegouniontribune.com/news/2014/feb/05/power-outage-rolando-kensington/,4197,160
2/5/2014,There was a power outage caused by a squirrel...a couple hours prior to the fire,Squirrel,Paradise,CA,United States,http://www.paradisepost.com/general-news/20140204/monday-fire-just-an-old-chicken-coop,26,55
2/5/2014,"Left in the dark, residents question power outages",Squirrel,Los Altos,CA,United States,http://www.losaltosonline.com/news/sections/news/199-city-affairs/46800-,10,
2/1/2014,"1-hour power outage in Bayonne caused by 'animal contact,' says PSE&G officials",Unknown,Bayonne,NJ,United States,http://www.nj.com/hudson/index.ssf/2014/02/1-hour_power_outage_in_bayonne_caused_by_animal_contact_says_pseg_officials.html,50,60
1/29/2014,"An animal got into the power line, causing an outage",Unknown,Frankfort,KY,United States,http://www.lex18.com/news/animal-causes-power-outage-at-ksu-campus/,0,240
1/28/2014,Squirrel causes power outage,Squirrel,Denton,TX,United States,http://www.dentonrc.com/local-news/local-news-headlines/20140127-squirrel-causes-power-outage.ece,43,60
1/27/2014,Specht verursacht Stromausfall,Unknown,Hofheim,,Germany,http://www.br.de/nachrichten/unterfranken/stromausfall-hofheim-specht-100.html,,60
1/27/2014,Tree falls in overhead line at Löschenrod,Beaver,Löschenrod,Eichenzell,Germany,http://osthessen-news.de/n1243316/eichenzell-baum-st%C3%BCrzt-in-freileitung-bei-l%C3%B6schenrod.html,2000,30
1/26/2014,Squirrel blamed for Greenbrae-centered power outage,Squirrel,Greenbrae,CA,United States,http://www.marinij.com/marinnews/ci_24994441/squirrel-blamed-greenbrae-centered-power-outage,2311,96
